customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Charges.Monthly,Charges.Total,Cuentas_Diarias
4361-BKAXE,1,Female,0,0,0,41,1,1,Fiber optic,1,1,1,1,1,1,Month-to-month,1,Bank transfer (automatic),114.5,4527.45,3.76
4361-FEBGN,0,Male,0,0,0,48,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),20.15,982.95,0.66
4361-JEIVL,1,Male,0,0,1,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,44.4,44.4,1.46
4365-MSDYN,0,Male,0,1,0,8,1,0,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),19.55,161.15,0.64
4366-CTOUZ,0,Female,0,0,0,50,1,0,Fiber optic,0,1,0,1,1,1,Two year,1,Mailed check,100.2,5038.45,3.29
4367-NHWMM,0,Female,0,0,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,24.9,24.9,0.82
4367-NUYAO,0,Male,0,1,1,0,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,25.75,0.0,0.85
4369-HTUIF,1,Male,1,0,0,6,1,0,Fiber optic,1,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),85.15,503.6,2.8
4369-NYSCF,0,Male,0,0,0,56,1,0,DSL,0,1,0,1,1,1,One year,1,Bank transfer (automatic),75.75,4284.65,2.49
4373-MAVJG,1,Female,0,1,1,14,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Bank transfer (automatic),90.9,1259.0,2.99
4373-VVHQL,0,Male,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,44.75,44.75,1.47
4374-YMUSQ,0,Male,0,0,0,34,1,1,Fiber optic,1,1,1,1,1,1,One year,0,Credit card (automatic),116.25,3899.05,3.82
4376-KFVRS,0,Male,0,1,1,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Credit card (automatic),114.05,8468.2,3.75
4377-VDHYI,0,Male,0,1,1,32,1,0,Fiber optic,1,1,0,0,0,1,One year,1,Electronic check,90.8,3023.85,2.98
4378-BZYFP,0,Male,0,0,0,17,1,0,No,0,0,0,0,0,0,One year,1,Mailed check,20.5,365.8,0.67
4378-MYPGO,0,Male,0,1,1,68,1,0,Fiber optic,1,1,1,0,1,1,Two year,1,Bank transfer (automatic),105.25,7173.15,3.46
4381-MHQDC,0,Female,0,0,0,47,1,1,DSL,1,0,1,1,0,0,Two year,1,Mailed check,65.0,2879.9,2.14
4385-GZQXV,1,Female,1,0,0,16,1,0,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Electronic check,94.45,1511.2,3.1
4385-ZKVNW,0,Male,0,1,1,44,1,0,DSL,0,1,0,1,0,0,Month-to-month,1,Bank transfer (automatic),54.9,2549.1,1.8
4389-UEFCZ,0,Female,0,1,0,72,1,1,Fiber optic,1,0,1,0,1,1,Two year,1,Electronic check,105.5,7544.0,3.47
4390-KYULV,1,Male,0,1,0,3,1,0,No,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),20.55,51.15,0.68
4391-LNRXK,0,Male,0,0,0,22,1,0,Fiber optic,0,1,1,1,0,1,Month-to-month,1,Bank transfer (automatic),94.95,2142.8,3.12
4391-RESHN,1,Male,0,0,0,23,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Mailed check,104.05,2470.1,3.42
4393-GEADV,0,Male,0,1,1,70,1,1,Fiber optic,1,1,1,1,1,1,Two year,0,Credit card (automatic),114.75,7842.3,3.77
4393-OBCRR,0,Female,0,0,0,3,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.25,71.2,0.67
4393-RYCRE,0,Male,0,0,0,44,1,0,Fiber optic,1,1,1,0,1,1,One year,1,Electronic check,106.05,4510.8,3.48
4395-PZMSN,0,Male,1,0,0,5,1,0,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,85.55,408.5,2.81
4396-KLSEH,0,Male,0,0,0,4,1,0,No,0,0,0,0,0,0,Month-to-month,1,Electronic check,19.85,63.0,0.65
4397-FRLTA,0,Female,0,0,0,4,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.15,84.5,0.66
4398-HSCJH,1,Female,0,0,0,3,1,1,DSL,0,0,0,1,1,0,Month-to-month,1,Electronic check,63.6,155.65,2.09
4402-FTBXC,0,Male,0,0,0,54,1,0,Fiber optic,1,0,1,0,1,0,Month-to-month,0,Mailed check,89.8,4667.0,2.95
4403-BWPAY,0,Male,0,0,0,14,1,1,No,0,0,0,0,0,0,One year,1,Credit card (automatic),24.8,321.7,0.81
4404-HIBDJ,1,Female,0,0,0,25,1,0,DSL,1,1,1,1,1,0,One year,0,Mailed check,74.3,1863.8,2.44
4412-YLTKF,1,Female,1,0,0,27,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Electronic check,78.05,2135.5,2.56
4415-IJZTP,1,Female,0,0,0,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.5,74.5,2.45
4415-WNGVR,0,Female,1,1,0,12,1,0,DSL,1,0,1,1,1,1,One year,1,Electronic check,79.2,943.85,2.6
4418-LZMSV,0,Male,0,1,1,13,1,0,DSL,0,1,1,1,0,0,Month-to-month,0,Bank transfer (automatic),61.8,750.1,2.03
4419-UJMUS,0,Male,0,1,1,69,1,1,Fiber optic,0,0,0,1,1,1,Two year,1,Electronic check,99.35,6856.45,3.26
4422-QVIJA,0,Female,0,0,1,35,1,1,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,50.15,1655.35,1.65
4423-JWZJN,0,Male,0,1,1,64,1,1,Fiber optic,0,0,1,0,0,1,One year,0,Credit card (automatic),90.25,5629.15,2.96
4423-YLHDV,1,Female,0,1,0,21,1,1,Fiber optic,1,0,1,0,1,1,Month-to-month,1,Bank transfer (automatic),104.4,2200.25,3.43
4424-TKOPW,1,Male,1,0,0,2,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,93.85,196.75,3.08
4425-OWHWB,0,Female,0,0,0,20,1,0,No,0,0,0,0,0,0,One year,1,Credit card (automatic),19.35,433.75,0.64
4429-WYGFR,0,Male,0,0,0,26,1,0,DSL,0,0,0,1,0,0,Month-to-month,0,Bank transfer (automatic),49.15,1237.3,1.61
4430-UZIPO,1,Male,0,0,0,3,0,0,DSL,0,1,0,1,0,0,Month-to-month,1,Mailed check,36.85,108.7,1.21
4430-YHXGG,0,Female,0,0,1,4,1,1,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,25.45,84.2,0.84
4431-EDMIQ,0,Female,0,1,1,7,1,0,DSL,1,1,1,1,1,0,Month-to-month,1,Electronic check,75.7,554.05,2.49
4432-ADRLB,1,Male,0,0,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,44.65,74.9,1.47
4433-JCGCG,1,Male,1,1,0,46,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,101.0,4680.05,3.32
4438-GGYWL,0,Male,0,1,1,62,1,1,Fiber optic,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),115.55,7159.05,3.8
4439-JMPMT,1,Female,0,1,1,5,1,0,Fiber optic,0,0,0,1,1,0,Month-to-month,1,Electronic check,85.75,470.95,2.82
4439-YRNVD,0,Female,0,0,0,10,0,0,DSL,0,1,0,1,0,0,Month-to-month,0,Electronic check,36.25,374.0,1.19
4441-NIHPT,1,Female,1,0,0,13,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Electronic check,74.3,940.35,2.44
4443-EMBNA,0,Female,0,1,0,71,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),24.75,1836.9,0.81
4445-KWOKW,0,Female,0,0,0,42,1,1,DSL,1,1,0,0,0,0,One year,1,Bank transfer (automatic),60.15,2421.6,1.98
4445-ZJNMU,0,Male,0,0,0,9,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Credit card (automatic),99.3,918.75,3.26
4446-BZKHU,1,Male,0,1,0,61,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,105.55,6281.45,3.47
4450-DLLMH,0,Male,0,0,0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),71.3,157.75,2.34
4450-MDZFX,0,Male,0,1,1,60,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),74.35,4453.3,2.44
4450-YOOHP,0,Female,0,0,0,39,0,0,DSL,0,0,1,0,1,1,Month-to-month,1,Credit card (automatic),50.65,1905.4,1.66
4451-RWASJ,0,Male,0,1,1,15,1,0,No,0,0,0,0,0,0,One year,1,Mailed check,19.5,239.75,0.64
4452-QIIEB,0,Male,0,0,0,7,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,43.9,278.4,1.44
4452-ROHMO,0,Female,0,0,0,15,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.6,331.6,0.64
4455-BFSPD,0,Female,0,1,0,61,1,1,Fiber optic,0,0,0,1,1,1,One year,0,Bank transfer (automatic),101.15,6383.9,3.32
4456-RHSNB,0,Female,0,1,1,19,1,0,DSL,0,0,1,0,0,0,Month-to-month,1,Bank transfer (automatic),49.6,962.9,1.63
4458-KVRBJ,0,Male,0,0,0,59,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,25.0,1510.5,0.82
4459-BBGHE,0,Male,0,0,1,30,0,0,DSL,0,0,0,0,1,1,Month-to-month,1,Electronic check,44.5,1307.8,1.46
4462-CYWMH,0,Male,1,1,0,62,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Bank transfer (automatic),89.8,5629.55,2.95
4464-JCOLN,1,Male,0,1,1,2,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.85,35.9,0.65
4465-VDKIQ,0,Female,0,0,0,18,1,0,Fiber optic,0,1,1,0,0,0,Month-to-month,0,Electronic check,77.8,1358.6,2.56
4468-KAZHE,0,Female,1,1,0,20,1,0,DSL,0,1,0,0,0,1,Month-to-month,1,Electronic check,60.0,1259.35,1.97
4468-MLDTH,0,Male,0,0,0,4,1,0,DSL,0,0,0,1,1,0,Month-to-month,1,Electronic check,61.3,249.4,2.01
4468-YDOVK,0,Male,0,0,1,5,1,0,DSL,0,0,0,1,0,0,Month-to-month,1,Bank transfer (automatic),48.65,235.2,1.6
4471-KXAUH,1,Female,0,1,0,42,1,1,Fiber optic,0,0,1,1,0,0,Month-to-month,1,Electronic check,84.3,3588.4,2.77
4471-OIIDG,0,Female,0,0,0,10,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,100.6,1060.2,3.3
4472-LVYGI,0,Female,0,1,1,0,0,0,DSL,1,0,1,1,1,0,Two year,1,Bank transfer (automatic),52.55,0.0,1.73
4472-VESGY,0,Female,0,1,1,52,1,1,Fiber optic,1,1,1,0,0,1,Month-to-month,0,Bank transfer (automatic),98.15,4993.4,3.22
4475-NVTLU,0,Male,0,1,1,45,1,0,No,0,0,0,0,0,0,Two year,0,Electronic check,19.2,903.7,0.63
4476-OSWTN,0,Male,1,1,0,69,1,1,Fiber optic,1,0,1,1,1,1,One year,1,Mailed check,110.55,7610.1,3.63
4477-QAXWD,0,Male,0,1,0,25,0,0,DSL,0,0,1,0,1,0,One year,1,Credit card (automatic),38.1,970.4,1.25
4480-MBMLB,0,Female,0,0,0,36,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Bank transfer (automatic),104.8,3886.45,3.44
4480-QQRHC,0,Female,1,0,0,8,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Bank transfer (automatic),74.05,600.15,2.43
4482-EWFMI,0,Female,0,0,0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.7,135.2,2.29
4482-FTFFX,0,Male,0,0,0,5,1,0,DSL,0,0,1,1,0,0,Month-to-month,0,Electronic check,56.15,291.45,1.84
4484-CGXFK,1,Female,0,0,0,3,1,0,DSL,0,0,0,0,0,1,Month-to-month,1,Electronic check,55.3,196.15,1.82
4484-GLZOU,1,Female,0,1,0,52,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,105.05,5624.85,3.45
4486-EFAEB,0,Male,0,0,0,13,1,0,No,0,0,0,0,0,0,Month-to-month,1,Electronic check,20.4,251.65,0.67
4487-ZYJZK,0,Female,0,1,1,38,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),19.6,763.1,0.64
4488-KQFDT,0,Female,0,0,0,61,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Electronic check,103.95,6423.0,3.41
4488-PSYCG,1,Male,0,0,0,16,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),20.25,327.45,0.67
4489-SNOJF,1,Female,0,1,1,35,1,1,DSL,1,0,1,1,1,0,Month-to-month,0,Electronic check,72.25,2568.55,2.37
4495-LHSSK,0,Female,0,0,1,18,1,1,DSL,1,0,0,0,0,0,Month-to-month,0,Mailed check,57.65,992.7,1.89
4498-WRAJX,0,Male,1,1,1,71,1,1,Fiber optic,1,1,0,0,1,1,Month-to-month,1,Credit card (automatic),105.1,7548.1,3.45
4500-HKANN,0,Male,0,1,1,23,1,1,DSL,0,1,0,1,0,0,Two year,0,Mailed check,59.7,1414.2,1.96
4501-EQDRN,1,Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),69.7,69.7,2.29
4501-UYKBC,0,Female,1,0,0,46,1,1,DSL,0,0,1,1,0,1,One year,1,Credit card (automatic),69.1,3255.35,2.27
4501-VCPFK,0,Male,0,0,0,26,0,0,DSL,0,0,1,1,0,0,Month-to-month,0,Electronic check,35.75,1022.5,1.17
4503-BDXBD,1,Male,0,0,0,11,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Electronic check,74.95,815.5,2.46
4504-YOULA,0,Female,0,1,1,35,1,1,DSL,1,1,0,0,0,0,Month-to-month,1,Credit card (automatic),59.45,2136.9,1.95
4505-EXZHB,1,Female,1,0,0,6,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,0,Electronic check,74.4,434.1,2.44
4508-OEBEY,0,Male,0,1,0,31,1,0,DSL,1,1,1,1,0,1,One year,1,Credit card (automatic),75.5,2424.45,2.48
4510-HIMLV,1,Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.8,69.8,2.29
4510-PYUSH,1,Female,1,0,0,38,1,0,DSL,1,1,0,0,0,0,Month-to-month,1,Credit card (automatic),57.15,2250.65,1.88
4512-ZUIYL,1,Female,0,0,0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),70.0,153.05,2.3
4513-CXYIX,0,Female,1,1,0,71,1,1,Fiber optic,1,0,0,0,0,0,Two year,1,Credit card (automatic),80.7,5676.0,2.65
4514-GFCFI,1,Female,1,0,0,16,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,84.75,1350.15,2.78
4518-FZBSX,0,Male,0,1,1,42,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.25,854.9,0.67
4521-WFJAI,0,Male,0,0,0,56,1,1,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),25.95,1444.05,0.85
4521-YEEHE,0,Female,0,1,0,18,1,1,Fiber optic,0,0,0,1,1,0,Month-to-month,1,Electronic check,88.85,1594.75,2.92
4522-AKYLR,0,Female,1,0,0,13,1,0,DSL,0,1,1,0,0,0,Month-to-month,1,Electronic check,54.8,731.3,1.8
4522-XRWWI,0,Male,0,1,0,42,1,1,DSL,1,0,0,1,1,1,One year,0,Credit card (automatic),80.45,3375.9,2.64
4523-WXCEF,1,Female,0,1,0,59,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,0,Electronic check,101.1,6039.9,3.32
4524-QCSSM,0,Male,0,0,0,26,0,0,DSL,1,1,0,0,0,1,Month-to-month,1,Bank transfer (automatic),44.65,1156.55,1.47
4525-VZCZG,0,Male,0,0,1,54,1,0,Fiber optic,1,1,0,1,1,1,One year,1,Electronic check,105.85,5826.65,3.48
4526-EXKKN,0,Male,0,0,0,40,1,1,No,0,0,0,0,0,0,Two year,1,Mailed check,24.6,973.95,0.81
4526-RMTLL,0,Male,0,1,1,8,1,1,DSL,1,1,0,1,0,1,Two year,1,Credit card (automatic),76.15,645.8,2.5
4526-ZJJTM,0,Female,1,1,0,25,1,0,Fiber optic,0,1,1,0,0,1,Month-to-month,0,Bank transfer (automatic),88.4,2191.15,2.9
4529-CKBCL,1,Female,0,0,0,2,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,80.2,146.05,2.63
4530-NDRKU,0,Female,0,1,1,42,1,0,No,0,0,0,0,0,0,One year,1,Electronic check,19.05,761.85,0.63
4531-AUZNK,0,Female,0,1,1,51,1,1,Fiber optic,1,0,0,1,1,0,One year,1,Mailed check,95.15,5000.05,3.13
4534-WGCIR,0,Female,0,1,1,58,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),25.15,1509.9,0.83
4536-IPCKQ,0,Male,0,0,0,56,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,0,Electronic check,98.6,5581.05,3.24
4536-PLEQY,0,Male,0,1,0,12,1,0,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Credit card (automatic),85.05,999.8,2.79
4537-CIBHB,0,Female,0,1,1,9,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.25,172.35,0.67
4537-DKTAL,0,Female,0,0,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,45.55,84.4,1.5
4538-WNTMJ,0,Female,0,1,1,46,1,1,No,0,0,0,0,0,0,One year,0,Mailed check,24.95,1165.9,0.82
4541-RMRLG,1,Male,0,0,0,7,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,19.25,112.3,0.63
4544-RXFMG,0,Male,0,1,1,8,1,0,DSL,0,0,0,0,0,0,One year,1,Mailed check,43.45,345.5,1.43
4546-FOKWR,0,Female,0,0,0,16,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),74.75,1129.35,2.46
4547-FZJWE,0,Male,0,1,1,55,1,0,DSL,1,0,0,0,0,1,One year,0,Credit card (automatic),59.45,3157.0,1.95
4547-KQRTM,1,Female,0,0,0,10,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),80.05,830.7,2.63
4547-LYTDD,1,Female,0,0,0,16,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,72.65,1194.3,2.39
4548-SDBKE,1,Female,0,0,0,5,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,85.2,474.8,2.8
4549-ZDQYY,0,Female,0,0,0,52,1,0,DSL,1,0,1,1,0,0,One year,0,Credit card (automatic),57.95,3042.25,1.9
4550-EVXNY,1,Female,0,0,1,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.65,69.65,2.29
4550-VBOFE,1,Male,1,1,0,70,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,102.95,7101.5,3.38
4553-DVPZG,0,Female,0,1,0,62,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,101.35,6164.7,3.33
4554-YGZIH,1,Male,1,1,0,49,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,0,Credit card (automatic),90.05,4547.25,2.96
4555-YIGPD,0,Female,0,0,1,4,0,0,DSL,1,1,1,0,1,1,Month-to-month,1,Mailed check,57.2,223.75,1.88
4558-CGYCZ,0,Male,0,0,0,4,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.75,78.3,0.65
4558-FANTW,1,Female,0,1,1,17,1,0,Fiber optic,1,0,0,1,1,0,Month-to-month,0,Electronic check,91.85,1574.45,3.02
4559-UWIHT,0,Male,0,1,0,14,1,1,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Electronic check,82.65,1185.0,2.72
4560-WQAQW,0,Female,0,0,0,59,1,1,DSL,1,0,0,1,0,1,One year,0,Bank transfer (automatic),68.7,4070.95,2.26
4565-EVZMJ,0,Female,0,0,0,47,1,0,DSL,1,1,0,1,0,0,One year,1,Mailed check,58.9,2813.05,1.93
4565-NLZBV,0,Female,0,1,0,71,1,1,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),24.65,1710.15,0.81
4566-GOLUK,1,Male,0,1,1,47,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Bank transfer (automatic),107.35,5118.95,3.53
4566-NECEV,0,Male,0,0,0,5,1,1,Fiber optic,0,1,1,0,0,1,Month-to-month,0,Electronic check,96.55,500.1,3.17
4566-QVRRW,1,Female,0,1,0,11,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,44.05,483.7,1.45
4567-AKPIA,0,Female,0,1,1,41,1,1,Fiber optic,0,1,1,1,1,1,One year,1,Bank transfer (automatic),109.1,4454.25,3.58
4568-KNYWR,0,Male,0,0,0,52,1,0,DSL,1,1,0,0,1,0,Two year,1,Credit card (automatic),63.25,3342.45,2.08
4568-TTZRT,0,Male,0,0,0,9,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.4,181.8,0.67
4570-QHXHL,0,Female,0,0,0,9,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,43.75,405.7,1.44
4572-DVCGN,1,Female,0,0,0,10,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Bank transfer (automatic),80.25,846.0,2.64
4573-JKNAE,0,Male,0,0,1,12,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.35,212.3,0.64
4576-CSAJH,1,Male,0,0,0,22,1,0,DSL,0,1,0,1,0,0,One year,1,Credit card (automatic),55.15,1193.05,1.81
4578-PHJYZ,0,Male,0,1,1,52,1,0,DSL,0,1,1,1,1,0,One year,1,Electronic check,68.75,3482.85,2.26
4580-TMHJU,1,Female,0,1,1,43,1,0,DSL,0,0,0,0,1,0,Month-to-month,0,Electronic check,56.15,2499.3,1.84
4581-LNWUM,0,Female,0,0,0,13,0,0,DSL,0,0,1,0,1,1,Month-to-month,0,Electronic check,49.15,649.4,1.61
4581-SSPWD,1,Female,0,0,0,3,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,75.8,246.3,2.49
4583-PARNH,0,Male,1,1,0,16,1,0,Fiber optic,0,0,1,1,0,1,Month-to-month,1,Electronic check,91.55,1540.05,3.01
4584-LBNMK,0,Male,1,1,0,45,1,1,No,0,0,0,0,0,0,One year,0,Credit card (automatic),24.7,1174.35,0.81
4585-HETAI,1,Female,0,1,1,4,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Electronic check,73.75,325.45,2.42
4585-XOMAN,0,Male,1,1,0,34,1,0,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Credit card (automatic),85.2,2874.45,2.8
4587-NUKOX,1,Female,0,0,0,3,1,0,Fiber optic,1,1,0,0,0,0,Month-to-month,1,Electronic check,79.1,246.5,2.6
4587-VVTOX,1,Female,0,1,0,6,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,105.3,545.2,3.46
4588-YBNIB,1,Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.6,19.6,0.64
4589-IUAJB,0,Male,0,1,0,70,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),24.25,1724.15,0.8
4592-IWTJI,1,Female,0,1,1,3,0,0,DSL,1,0,0,0,0,0,Month-to-month,0,Credit card (automatic),29.7,91.7,0.98
4597-ELFTS,1,Male,0,0,0,56,1,1,No,0,0,0,0,0,0,One year,0,Electronic check,24.9,1334.0,0.82
4597-NUCQV,1,Male,1,0,0,24,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,101.25,2440.15,3.33
4598-XLKNJ,1,Female,1,1,0,25,1,0,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,98.5,2514.5,3.24
4598-ZADCK,0,Female,0,0,0,53,0,0,DSL,1,1,1,1,1,0,One year,1,Electronic check,53.6,2879.2,1.76
4603-FDONU,0,Female,0,1,1,32,0,0,DSL,1,1,0,0,0,0,Month-to-month,1,Electronic check,35.15,1051.05,1.15
4603-JANFB,1,Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.85,69.85,2.29
4607-CHPCA,1,Male,0,1,1,25,1,0,Fiber optic,0,0,0,0,1,1,One year,1,Electronic check,90.4,2178.6,2.97
4608-LCIMN,0,Male,0,1,1,8,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),44.65,369.15,1.47
4609-KNNWG,0,Female,0,1,1,27,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.9,550.1,0.65
4610-WUVVT,0,Male,1,1,1,46,1,1,Fiber optic,1,1,1,0,1,0,Month-to-month,1,Electronic check,100.7,4541.2,3.31
4611-ANLQC,0,Female,0,1,0,60,0,0,DSL,1,1,1,0,0,1,One year,0,Electronic check,50.05,2911.5,1.64
4612-SSVHJ,0,Female,1,0,0,20,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,81.45,1671.6,2.68
4612-THJBS,1,Female,1,0,0,56,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Bank transfer (automatic),104.75,5510.65,3.44
4614-NUVZD,1,Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,81.1,81.1,2.66
4615-PIVVU,0,Female,0,0,0,42,1,0,DSL,0,0,1,1,0,1,Two year,0,Credit card (automatic),66.5,2762.75,2.18
4616-EWBNJ,0,Female,0,0,0,16,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),20.1,318.6,0.66
4616-ULAOA,0,Female,0,1,1,65,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Credit card (automatic),110.8,7245.9,3.64
4619-EVPHY,0,Female,1,1,0,20,1,0,Fiber optic,0,0,0,0,1,1,One year,1,Bank transfer (automatic),91.0,1859.5,2.99
4622-YNKIJ,0,Male,0,0,0,33,1,0,Fiber optic,1,0,0,1,1,0,Two year,1,Electronic check,88.95,3027.65,2.92
4623-ZKHLY,0,Male,0,1,0,22,1,0,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),20.45,471.55,0.67
4625-EWPTF,1,Male,0,0,0,8,0,0,DSL,1,0,0,0,0,0,Month-to-month,1,Electronic check,30.45,226.45,1.0
4625-LAMOB,0,Male,0,0,0,44,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),20.4,905.55,0.67
4625-XMOYM,0,Female,0,1,1,72,1,1,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),26.25,1988.05,0.86
4626-GYCZP,1,Male,0,0,0,7,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,93.85,635.6,3.08
4626-JYHAY,0,Female,1,0,0,20,1,1,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Electronic check,94.1,1782.4,3.09
4626-OZDTJ,0,Female,0,1,0,51,1,1,DSL,0,1,0,1,1,1,One year,1,Credit card (automatic),78.65,3950.85,2.58
4627-MIHJH,0,Female,1,0,0,69,1,1,Fiber optic,1,0,1,1,1,1,Two year,0,Credit card (automatic),110.25,7467.55,3.62
